ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
1129,21,21,5,2206,5380,5464,2914,1812,394,485,506,731,484,712,474,85,0.25,2783,315,797,1658,1500,1194,133,136,1068,1379,0,67,0,0,4,0,0,0,2,1.27898,0,2206,1129,84
1130,21,21,5,1379,3451,3460,1733,1364,15,225,199,433,522,552,411,14,0.28,481,175,491,796,1201,797,4,50,236,155,0,36,0,0,4,0,0,0,1,1.08579,0,1379,1130,9
1131,21,21,5,2282,6144,6160,3120,2180,102,190,260,485,1347,6489,1532,57,0.21,1119,282,1137,1348,2433,960,57,352,257,370,4,79,0,0,5,0,0,0,1,0.99421,0,2282,1131,16
1132,22,22,5,1661,4624,4642,2025,1636,25,206,201,286,968,2461,1587,42,0.28,1030,229,823,862,1649,1079,31,210,449,303,4,33,0,0,5,1337.18848,0,0,1,0.97349,0,1661,1132,18
1133,22,22,5,2988,7146,7174,3880,2694,294,472,588,754,1174,1611,1113,88,0.22,1984,328,1001,1926,2662,1257,124,320,539,896,0,105,0,0,4,114.73666,0,0,1,1.0709,0,2988,1133,28
1134,22,22,5,2374,5820,5835,3015,1502,872,651,590,694,439,656,326,104,0.22,1991,311,795,2176,1482,1071,299,377,627,507,4,177,0,0,4,0,0,0,2,1.32919,0,2374,1134,15
1135,22,22,5,3006,5854,5856,3322,1495,1511,736,759,903,608,651,338,25,0.23,1817,182,542,2222,1790,1120,22,704,589,410,1,91,0,0,4,0,0,0,1,1.3893,0,3006,1135,2
1136,22,22,5,2408,4692,4694,2663,1198,1210,590,608,723,487,400.29999,270,58,0.23,3531,146,434,1781,1435,898,44,1368,1143,796,2,178,0,0,4,0,0,0,3,1.60528,0,2408,1136,2
1137,22,22,5,1440,3799,3829,1890,1299,141,319,224,449,448,914,427,352,0.27,9126,161,560,956,1281,871,796,2467,1616,2902,4,1341,0,0,3,3539.4502,0,0,3,1.48472,0,1440,1137,30
1138,22,22,5,2286,6206,6215,3017,1935,351,369,422,617,878,1053,574,43,0.24,1098,287,1086,1514,2090,1238,95,337,458,164,0,44,0,0,4,0,0,0,2,1.14677,0,2286,1138,9
1139,22,22,5,1240,3585,3592,1610,1237,3,114,114,201,811,1841,406,10,0.18,514,176,751,796,1393,476,85,79,114,192,13,31,0,0,4,0,0,0,1,1.09872,0,1240,1139,7
1140,22,22,5,1123,2988,2993,1298,1114,9,136,223,234,530,483,299,75,0.33,1352,106,525,543,943,876,161,223,835,97,0,36,0,0,4,0,0,0,3,1.19001,0,1123,1140,5
1141,22,22,5,2200,5935,5961,2480,2051,149,409,382,480,929,1599,770,115,0.28,2199,246,1054,1264,2016,1381,103,182,1645,208,18,43,0,0,4,1926.08557,0,0,1,1.11974,0,2200,1141,26
1142,22,22,5,1496,3921,3928,1996,1342,154,203,223,421,649,1459,622,11,0.22,665,168,700,893,1479,688,18,65,249,300,0,33,0,0,4,0,0,0,1,1.04907,0,1496,1142,7
1143,22,22,5,2046,4356,4384,2040,1362,684,567,407,530,542,850,494,60,0.35,2214,152,541,1023,1289,1379,56,689,1160,259,0,50,0,0,4,0,0,0,1,1.20485,0,2046,1143,28
1144,22,22,5,2106,4927,4932,2624,1219,887,535,397,547,627,637,497,38,0.26,1267,232,675,1530,1393,1102,48,385,516,204,0,114,0,0,4,0,0,0,1,1.15737,0,2106,1144,5
1145,22,22,5,3504,6278,6315,3765,410,3094,1171,1054,960,319,544.59998,212,210,0.19,16080,251,530,3121,1433,980,2503,5940,3727,2917,3,990,0,0,2,0,0,0,1,2.79011,0,3504,1145,37
1146,22,22,5,2014,3607,3628,2164,236,1778,673,605,552,184,291.70001,122,97,0.19,7495,144,305,1793,823,563,1167,2769,1737,1359,2,461,0,0,2,1483.3949,0,0,1,2.65103,0,2014,1146,21
1147,22,22,5,2262,5387,5404,2379,1890,372,552,304,521,885,1333,971,65,0.38,3566,225,716,1002,1615,1846,335,844,1646,604,2,135,0,0,4,0,0,0,1,1.13475,0,2262,1147,17
1148,22,22,5,6113,8214,8217,901,1222,4891,2859,1515,1204,535,1918,1091,66,0.93,734,6,7,65,575,7564,22,185,412,97,0,18,0,0,4,0,0,0,1,1.0466,0,6113,1148,3
1149,22,22,5,2040,4894,4910,2691,1482,558,431,379,572,658,954,596,80,0.21,1863,242,746,1413,1685,824,76,289,607,693,11,187,0,0,4,0,0,0,1,1.14044,0,2040,1149,16
1150,22,22,5,2001,4855,4861,2526,1335,666,435,395,434,737,898,552,87,0.24,3609,215,850,1372,1468,956,563,864,1497,528,14,143,0,0,4,0,0,0,1,1.27049,0,2001,1150,6
1151,22,22,5,2063,5870,5870,2813,2054,9,175,237,601,1050,2220,1136,124,0.25,626,284,1193,1201,2018,1174,37,193,180,182,0,34,0,0,5,0,0,0,1,0.99874,0,2063,1151,0
1152,22,22,5,2536,5719,5720,3064,1589,947,552,472,607,905,2253,653,144,0.22,4306,194,898,1644,1958,1026,428,1639,1347,561,2,329,0,0,4,1184.89453,0,0,1,1.25258,0,2536,1152,1
1153,22,22,5,1499,4142,4146,1845,1487,12,139,144,331,885,1236,953,26,0.29,1026,170,718,753,1495,1010,34,524,315,118,3,32,0,0,5,0,0,0,1,1.01512,0,1499,1153,4
1154,22,22,5,2586,6697,6702,2846,2397,189,395,196,354,1641,3642,2072,117,0.33,3498,266,1090,1040,2379,1927,337,1309,753,902,3,194,0,0,5,0,636.9516,922.00909,1,1.01859,0,2586,1154,5
1155,22,22,5,712,1891,1891,957,689,23,108,103,150,351,3332,371,48,0.25,204,84,302,414,720,371,55,70,24,40,1,14,0,0,5,0,0,0,1,0.99581,0,712,1155,0
1156,22,22,5,1322,3590,3590,1784,1203,119,197,208,257,660,3359,791,27,0.24,911,173,665,789,1274,689,47,386,378,64,1,35,0,0,5,0,0,0,1,1.02058,0,1322,1156,0
1157,22,22,5,1042,2460,2460,1030,991,51,145,158,270,469,3416,244,69,0.43,1223,56,310,344,805,945,144,486,393,128,1,71,0,0,4,0,0,0,1,1.20011,0,1042,1157,0
1158,22,22,5,2329,5873,5872,2703,1666,663,438,511,564,816,1705,812,158,0.28,1595,244,979,1394,1870,1385,352,438,421,294,5,85,0,0,4,1263.07715,0,0,1,1.07195,0,2329,1158,-1
1159,22,22,5,826,2191,3195,1697,780,46,115,84,187,440,2987,545,138,0.16,1838,78,905,927,884,401,26,147,1104,529,0,32,0,0,4,0,2788.63525,1200.18542,1,1.09326,0,826,1159,1004
1160,22,22,5,1858,5145,5734,2285,1787,71,241,233,386,998,5838,862,358,0.25,872,237,1173,1040,2113,1171,24,248,279,262,2,57,0,0,4,0,0,0,1,1.0088,0,1858,1160,589
1161,23,23,5,4126,10482,10496,5315,3595,531,568,694,785,2079,9837,2325,408,0.24,8309,547,1740,2608,3593,2008,982,2635,2504,1650,3,535,0,0,4,1978.88574,0,0,1,1.09387,0,4126,1161,14
1162,23,23,5,460,1168,1167,547,344,116,100,65,104,191,287,143,21,0.24,1217,64,167,316,391,229,336,425,157,178,0,121,0,0,4,0,0,0,2,1.33816,0,460,1162,-1
1163,23,23,5,1323,3522,3522,1688,1308,15,162,145,278,738,1970,526,22,0.23,367,184,629,694,1407,608,27,120,110,76,19,15,0,0,4,0,0,0,1,1.03652,0,1323,1163,0
1164,23,23,5,1989,5678,5698,2363,1980,9,222,82,266,1419,5072,1525,29,0.23,1443,290,1089,1051,2267,1001,104,501,432,326,0,80,0,0,5,0,0,0,1,1.00024,0,1989,1164,20
1165,23,23,5,2618,7251,7254,3252,2448,170,374,238,340,1666,4036,2221,46,0.23,1973,359,1402,1475,2720,1298,91,533,516,773,0,60,0,0,5,2001.21936,0,0,1,0.98972,0,2618,1165,3
1166,23,23,5,3943,11231,11236,5391,3910,33,241,382,725,2595,3931,2370,70,0.16,2513,712,2363,2886,4018,1257,128,663,974,456,0,292,0,0,4,0,0,0,1,1.0207,0,3943,1166,5
1167,23,23,5,4030,10811,10816,5447,3988,42,447,422,840,2321,2726,1405,67,0.19,1655,608,2017,2520,4169,1502,187,495,319,319,5,330,0,0,4,0,0,0,1,1.07185,0,4030,1167,5
1168,23,23,5,3374,7685,7686,4494,2008,1366,248,506,1043,1577,1782,634,466,0.13,25404,433,902,2945,2784,622,3936,6737,5576,7037,102,2016,0,0,3,0,0,0,1,2.0088,0,3374,1168,1
1169,23,23,5,2528,6604,6635,3201,2148,380,329,400,732,1067,898,570,113,0.19,2921,377,1355,1826,2129,948,175,1003,1457,151,5,130,0,0,4,0,0,0,2,1.24782,0,2528,1169,31
1170,23,23,5,3204,7792,7792,4243,1951,1253,432,731,979,1062,1771,599,218,0.14,8761,443,1110,3126,2355,758,570,2551,3338,1924,0,378,0,0,4,0,0,0,1,1.52152,0,3204,1170,0
1171,23,23,5,2804,8718,8727,4300,2574,230,152,288,677,1687,4254,894,77,0.1,1634,604,2002,2851,2769,501,187,347,899,116,0,85,0,0,4,0,0,0,1,1.12398,0,2804,1171,9
1172,23,23,5,2060,5800,5817,3447,1597,463,133,480,695,752,533,299,46,0.14,2129,395,1096,2031,1707,588,282,347,996,443,0,61,0,0,4,1946.39331,0,0,2,1.45185,0,2060,1172,17
1173,23,23,5,1307,3959,3962,2434,1291,16,177,172,397,561,445,285,65,0.11,1257,273,827,1309,1286,267,30,267,805,119,0,36,0,0,4,0,0,0,3,1.24597,0,1307,1173,3
1174,23,23,5,1917,5134,5150,2663,1680,237,406,282,381,848,774,383,86,0.22,1248,338,967,1406,1533,906,44,294,747,114,0,49,0,0,4,0,0,0,2,1.2002,0,1917,1174,16
1175,23,23,5,4519,12099,12100,5681,2789,1730,489,628,1333,2069,2771,778,192,0.1,4763,729,2165,4642,3876,688,1689,801,738,139,365,1031,0,0,4,0,0,0,1,1.3224,0,4519,1175,1
1176,23,23,5,12703,40217,40345,8877,12383,320,734,899,1966,9104,73888,5477,502,0.14,4642,2489,8397,11165,14419,3875,456,1616,1012,1371,21,166,0,0,5,286.32541,0,0,1,1.04661,0,12703,1176,128
1177,24,24,5,6580,19140,19236,6431,6284,296,1145,1206,1824,2405,45345,1987,1797,0.17,2842,1124,3353,5999,6371,2389,234,822,594,769,39,384,0,0,4,0,0,0,3,1.01695,0,6580,1177,96
1178,24,24,5,12712,38845,38908,11635,11766,946,2362,2609,4487,3254,9506,2598,251,0.17,3881,3270,8367,13331,8501,5439,584,1110,1010,901,3,273,0,0,4,2916.03467,0,0,2,1.1904,0,12712,1178,63
1179,24,24,5,5635,18779,18896,4122,4075,1560,1953,1686,1355,641,9686,2791,178,0.14,6373,1610,4526,6646,3907,2207,807,1088,1964,2011,28,475,0,0,4,3266.32251,0,0,3,1.09885,0,5635,1179,117
1180,24,24,5,4505,15544,15548,5438,3953,552,1211,1267,1431,596,5840,1666,158,0.13,1623,1207,3813,5480,3472,1576,155,280,513,543,12,120,0,0,4,0,0,0,3,1.08198,0,4505,1180,4
1181,24,24,5,1619,3734,3748,1563,920,699,743,368,352,156,29348,171,70,0.3,515,104,475,861,1375,933,48,72,134,212,5,44,0,0,5,0,0,0,3,1.25619,0,1619,1181,14
1182,24,24,5,3739,11257,11320,5836,3202,537,774,987,1371,607,4321,788,598,0.1,1892,847,2999,4197,2413,864,418,291,505,523,8,147,0,0,4,0,0,0,3,1.09626,0,3739,1182,63
1183,24,24,5,1448,3989,3990,1874,920,528,480,332,439,197,2319,537,952,0.2,1857,234,778,1200,1123,655,373,146,322,536,7,473,0,0,4,0,0,0,2,0.99697,0,1448,1183,1
1184,24,24,5,1287,4254,4257,2113,1282,5,116,293,481,397,975,586,61,0.08,399,297,1156,1470,1134,200,40,130,156,54,0,19,0,0,4,0,0,0,1,1.03687,0,1287,1184,3
1185,24,24,5,4738,16196,16213,6409,4678,60,352,1173,2128,1085,2909,1931,90,0.09,850,1410,4204,6122,3512,965,62,167,446,68,0,107,0,0,4,0,0,0,2,1.05322,0,4738,1185,17
1186,24,24,5,5101,17104,17110,7943,4765,336,566,962,2012,1561,1803,1126,96,0.12,2701,1273,4383,5835,4190,1429,446,594,1495,97,0,69,0,0,4,0,0,0,1,1.23272,0,5101,1186,6
1187,24,24,5,2438,7326,7337,3565,2259,179,603,592,812,431,905,478,137,0.17,1462,449,1591,2251,2101,945,400,294,563,134,0,71,0,0,4,0,0,0,1,1.20432,0,2438,1187,11
1188,24,24,5,2850,8169,8226,3268,2161,689,1207,834,542,267,878,348,277,0.26,1457,567,1483,2514,1796,1866,210,305,628,213,3,98,0,0,4,0,0,0,2,1.22349,0,2850,1188,57
1189,24,24,5,2568,7363,7525,2955,1506,1062,1486,658,325,99,2307,204,791,0.15,8054,654,1638,2851,1455,927,1392,579,1459,3497,8,1119,0,0,4,0,0,0,3,1.37476,0,2568,1189,162
1190,24,24,5,1365,3990,3991,1727,308,1057,767,386,192,20,176,101,33,0.08,318,452,1016,1638,672,213,0,62,234,11,0,11,0,0,3,0,0,0,3,1.51071,0,1365,1190,1
1191,24,24,5,1710,5112,5112,2024,1284,426,742,474,360,134,397,199,62,0.18,570,381,1090,1708,1155,778,82,83,311,7,0,87,0,0,4,2299.72949,0,0,2,1.32749,0,1710,1191,0
1192,24,24,5,1312,4353,4358,2092,1304,8,289,411,367,245,369,195,36,0.15,438,240,1025,1359,1261,473,13,109,245,52,0,19,0,0,4,0,0,0,1,1.30276,0,1312,1192,5
1193,24,24,5,2450,6676,6685,3341,1404,1046,997,631,649,173,782,357,97,0.15,1368,485,1338,2422,1622,818,533,303,451,51,0,30,0,0,4,0,0,0,1,1.27961,0,2450,1193,9
1194,24,24,5,1491,4221,4226,2191,1279,212,413,325,523,230,528,275,83,0.19,368,214,889,1155,1321,647,13,99,211,32,4,9,0,0,4,0,0,0,1,1.14424,0,1491,1194,5
1195,24,24,5,5143,18057,18121,6642,5028,115,557,970,2024,1592,25291,1725,56,0.09,1137,1445,4366,6557,4645,1108,233,358,424,53,4,65,0,0,4,0,0,0,1,1.09953,0,5143,1195,64
1196,24,24,5,2549,7820,7846,3368,1661,888,774,608,786,381,3482,552,52,0.16,370,422,1509,2745,2203,967,0,95,190,2,1,82,0,0,4,0,0,0,1,1.14677,0,2549,1196,26
1197,24,24,5,1120,3458,3519,1170,683,437,503,307,246,64,363,89,162,0.15,2063,335,832,1131,789,432,752,247,806,225,0,33,0,0,3,0,0,0,2,1.49099,0,1120,1197,61
1198,24,24,5,1372,3956,3971,1970,862,510,468,420,379,105,500,166,227,0.15,1341,263,818,1413,1010,467,366,177,745,28,1,24,0,0,4,0,1383.01367,5216.521,2,1.2174,0,1372,1198,15
1199,24,24,5,2825,7867,7876,2827,1465,1360,1493,550,591,191,885,303,334,0.26,3796,514,1482,2343,1739,1798,777,319,823,1209,5,663,0,0,4,0,0,0,2,1.36554,0,2825,1199,9
1200,24,24,5,2779,9022,9062,4188,2284,495,800,752,831,396,5049,623,1205,0.13,710,645,1977,3314,2288,838,63,136,373,73,2,63,0,0,4,0,0,0,1,0.99921,0,2779,1200,40
1201,24,24,5,1284,4765,4770,1945,1055,229,446,343,388,107,626.70001,202,160,0.12,292,382,1284,1616,1058,430,2,35,195,48,2,10,0,0,4,0,0,0,2,1.1583,0,1284,1201,5
1202,24,24,5,928,3443,3448,1405,762,166,323,247,280,78,193.8,122,37,0.12,72,276,928,1168,765,311,0,9,48,12,1,2,0,0,4,0,0,0,2,1.28922,0,928,1202,5
1203,24,24,5,1580,5577,5604,2122,1111,469,643,522,312,103,398,140,110,0.15,2056,494,1301,1999,1118,692,64,71,650,1239,1,31,0,0,3,2248.95532,0,0,3,1.63537,0,1580,1203,27
1204,24,24,5,832,2513,2513,985,522,310,497,117,127,91,358,84,196,0.22,1211,202,618,739,465,489,181,81,596,166,1,186,0,0,4,0,0,0,3,1.23719,0,832,1204,0
1205,24,24,5,1215,3276,3303,1639,801,414,339,290,390,196,4614,113,884,0.19,2088,196,545,1092,962,508,41,395,340,310,2,1000,0,0,4,0,0,0,3,1.04421,0,1215,1205,27
1206,24,24,5,1764,6197,6196,1926,1246,518,899,521,286,58,493,119,227,0.13,804,565,1565,2295,1108,663,121,74,309,114,1,185,0,0,4,0,0,0,3,1.30466,0,1764,1206,-1
1207,24,24,5,1691,6018,6021,2480,1291,400,526,505,488,172,1305,209,238,0.12,247,459,1439,2080,1528,515,32,58,60,25,2,70,0,0,4,0,0,0,2,1.15243,0,1691,1207,3
1208,24,24,5,2300,7355,7360,2761,1374,926,1336,475,364,125,560,324,94,0.15,444,642,1650,2576,1575,917,61,83,195,89,1,15,0,0,4,0,0,0,2,1.24536,0,2300,1208,5
1209,24,24,5,1660,5812,5822,2492,1049,611,643,465,364,188,1779,162,472,0.1,515,534,1456,2273,1141,418,40,89,81,62,1,242,0,0,4,0,0,0,2,1.08997,0,1660,1209,10
1210,24,24,5,1695,6617,6620,2408,1347,348,711,495,412,77,1976,282,252,0.12,302,515,1704,2383,1430,588,73,46,120,0,0,63,0,0,4,0,0,0,2,1.13456,0,1695,1210,3
1211,25,25,6,1583,3920,3935,2086,1159,424,508,382,426,267,19404,220,1660,0.16,9807,232,722,1217,1315,449,512,1662,871,2098,68,4596,0,0,4,0,0,0,1,1.15729,0,1583,1211,15
1212,25,25,6,2203,4479,4484,2441,1244,959,791,500,444,468,1235,231,41,0.31,2904,125,550,985,1655,1169,140,534,729,1377,0,124,0,0,4,1607.00037,0,0,2,1.63881,0,2203,1212,5
1213,25,25,6,1258,3209,3215,1665,1006,252,377,242,377,262,387,185,16,0.18,654,164,605,831,1196,419,128,178,290,36,0,22,0,0,4,0,0,0,1,1.31175,0,1258,1213,6
1214,25,25,6,1417,3635,3635,1970,1102,315,241,379,406,391,686,261,8,0.17,222,194,644,991,1370,436,21,42,105,30,0,24,0,0,4,0,0,0,1,1.16488,0,1417,1214,0
1215,25,25,6,1665,4181,4181,2246,1152,513,383,417,447,418,816,332,24,0.17,921,235,774,1138,1534,500,170,244,438,55,0,14,0,0,4,0,0,0,1,1.21014,0,1665,1215,0
1216,25,25,6,1289,3295,3295,2012,1057,232,193,314,413,369,618,230,11,0.15,297,164,701,847,1232,351,42,123,59,54,0,19,0,0,4,0,0,0,1,1.18509,0,1289,1216,0
1217,25,25,6,1765,5604,5604,2499,1763,2,66,186,611,902,2448,410,91,0.11,892,351,1432,1532,1907,382,8,182,77,337,19,269,0,0,4,0,0,0,1,1.16592,0,1765,1217,0
1218,25,25,6,1929,5241,5265,2781,1239,690,433,419,577,500,602,298,5,0.15,215,299,942,1663,1790,571,61,19,93,32,0,10,0,0,4,1235.01562,0,0,1,1.22625,0,1929,1218,24
1219,25,25,6,1147,3153,3179,1674,994,153,262,308,390,187,480,244,21,0.22,657,142,557,815,1117,548,21,34,164,418,15,5,0,0,4,589.60681,0,0,1,1.20983,0,1147,1219,26
1220,25,25,6,2946,8176,8192,4777,2440,506,354,706,993,893,1299,457,30,0.14,722,486,1578,2459,2902,767,230,144,188,116,0,44,0,0,4,0,0,0,1,1.2499,0,2946,1220,16
1221,25,25,6,1474,4757,4772,2011,1392,82,536,392,375,171,583,302,31,0.16,275,369,1062,1506,1234,601,6,51,141,55,0,22,0,0,4,0,0,0,1,1.17894,0,1474,1221,15
1222,25,25,6,1218,2761,3234,1267,399,819,555,345,226,92,484,92,8,0.22,614,239,499,1005,909,582,5,85,330,114,0,80,0,0,4,0,482.0329,62.5913,1,1.71631,0,1218,1222,473
1223,25,25,6,1028,3002,3014,1100,542,486,583,276,139,30,704,170,148,0.21,2018,237,578,871,790,538,73,365,277,782,4,517,0,0,4,0,0,0,2,1.33258,0,1028,1223,12
1224,25,25,6,1415,2882,3023,1070,204,1211,1090,165,128,32,231,37,64,0.28,3925,264,496,867,631,765,282,747,684,1957,3,252,0,0,3,0,0,0,1,3.0796,0,1415,1224,141
1225,25,25,6,1092,2510,2510,1248,660,432,621,255,155,61,182,106,26,0.16,878,193,412,904,676,325,66,75,105,596,0,36,0,0,3,0,0,0,1,1.50946,0,1092,1225,0
1226,25,25,6,1091,3324,3337,1352,891,200,532,373,152,34,263,140,35,0.16,562,280,705,1125,794,433,153,149,138,82,0,40,0,0,3,0,0,0,2,1.36271,0,1091,1226,13
1227,25,25,6,1187,3129,3138,1486,1120,67,480,382,254,71,284,190,16,0.19,268,233,525,994,904,482,27,52,65,119,0,5,0,0,4,0,0,0,1,1.21483,0,1187,1227,9
1228,25,25,6,735,2078,2107,868,682,53,269,190,199,77,319,204,27,0.25,451,117,396,559,583,452,1,1,126,274,0,49,0,0,4,0,0,0,1,1.13785,0,735,1228,29
1229,25,25,6,1434,4009,4016,1562,1105,329,547,480,281,126,328,188,60,0.27,1047,266,669,1064,1048,969,147,315,471,55,0,59,0,0,4,1752.07886,0,0,1,1.35671,0,1434,1229,7
1230,25,25,6,2365,6625,6655,3463,1806,559,676,505,669,515,835,477,22,0.25,1049,333,1123,1665,2125,1409,109,123,535,158,0,124,0,0,4,0,0,0,1,1.21667,0,2365,1230,30
1231,25,25,6,1128,3186,3199,1345,1047,81,461,343,226,98,264,158,42,0.28,764,159,571,869,811,789,122,169,375,84,0,14,0,0,4,0,0,0,3,1.33605,0,1128,1231,13
1232,25,25,6,1097,3095,3111,1171,955,142,565,267,212,53,284,148,52,0.21,1631,208,613,949,794,547,186,351,374,673,6,41,0,0,3,0,0,0,3,1.51459,0,1097,1232,16
1233,25,25,6,1200,2985,2986,1566,1144,56,305,370,347,178,304,203,30,0.27,433,166,435,735,952,698,15,150,198,69,0,1,0,0,4,0,0,0,1,1.19725,0,1200,1233,1
1234,25,25,6,1330,3609,3613,1552,836,494,721,348,198,63,348,148,111,0.17,2373,335,673,1257,843,505,283,239,1336,389,0,126,0,0,3,2178.01245,0,0,2,1.53026,0,1330,1234,4
1235,25,25,6,1011,2393,2399,1193,601,410,643,252,80,36,266,80,81,0.12,868,216,433,908,633,209,62,106,209,387,0,104,0,0,3,0,0,0,1,1.38472,0,1011,1235,6
1236,25,25,6,1394,3380,3429,1628,731,663,663,428,248,55,397,158,34,0.14,415,287,613,1160,1008,361,122,81,173,13,3,23,0,0,4,0,0,0,1,1.29687,0,1394,1236,49
1237,25,25,6,936,2620,2621,1045,496,440,399,283,206,48,139,104,2,0.12,84,206,598,948,634,235,0,13,66,1,0,4,0,0,3,0,0,0,1,1.35602,0,936,1237,1
1238,25,25,6,254,757,757,150,136,118,185,29,40,0,23401,25,3131,0.03,1493,17,153,530,37,20,15,195,354,733,59,137,0,0,4,0,0,0,2,0.92184,0,254,1238,0
1239,25,25,6,992,3668,3715,2095,982,10,185,187,451,169,379,118,13,0.17,50,200,779,988,1261,487,0,24,3,23,0,0,0,0,4,0,0,0,3,1.40075,0,992,1239,47
1240,25,25,6,1388,5015,5054,2069,1362,26,336,448,496,108,849,269,57,0.22,850,314,966,1413,1439,922,437,121,108,117,0,67,0,0,4,0,0,0,3,1.27555,0,1388,1240,39
1241,25,25,6,1240,2540,2580,796,305,935,781,280,119,60,575,123,178,0.36,3933,150,303,646,647,834,1445,479,1237,399,1,372,0,0,4,0,0,0,3,1.60551,0,1240,1241,40
1242,25,25,6,2129,5432,5436,2398,1708,421,776,625,474,254,588,342,117,0.27,3108,322,835,1496,1487,1296,97,269,2552,136,0,54,0,0,4,0,0,0,1,1.39145,0,2129,1242,4
1243,25,25,6,1744,4774,4904,2245,960,784,735,402,452,155,804,213,244,0.25,1949,300,820,1417,1296,1071,40,158,1395,229,0,127,0,0,4,0,0,0,1,1.26476,0,1744,1243,130
1244,25,25,6,1602,5889,5919,2497,1456,146,511,374,519,198,509,298,17,0.17,1097,362,1325,1709,1724,799,5,30,931,51,0,80,0,0,4,0,0,0,1,1.36957,0,1602,1244,30
1245,25,25,6,1558,5375,5393,2572,1541,17,477,293,559,229,661,363,24,0.18,153,345,1196,1536,1525,791,5,29,63,31,0,25,0,0,4,0,0,0,1,1.15367,0,1558,1245,18
1246,25,25,6,3582,11231,11254,4556,2798,784,547,751,1247,1037,5211,720,188,0.13,2206,829,2166,3824,3371,1064,936,301,722,143,63,41,0,0,4,0,0,0,1,1.21453,0,3582,1246,23
1247,26,26,6,3078,9987,9988,3641,3020,58,252,798,1450,578,13328,600,470,0.08,2170,977,2391,3782,2354,484,138,140,236,666,15,975,0,0,4,0,0,0,2,1.14476,0,3078,1247,1
1248,26,26,6,3053,8882,8886,3067,2932,121,488,405,999,1161,23082,3818,126,0.21,2080,682,1359,2357,3041,1447,186,579,242,757,75,241,0,0,4,0,0,0,1,0.95874,0,3053,1248,4
1249,26,26,6,1657,4777,4782,1983,1617,40,270,367,742,278,11830,555,580,0.24,5523,190,872,1083,1705,932,511,1420,2182,379,21,1010,0,0,5,0,2523.18286,7103.40137,3,1.17865,0,1657,1249,5
1250,26,26,6,1990,6141,6146,2841,1267,723,843,544,467,136,3783,344,260,0.12,4167,477,1419,2181,1512,557,819,335,770,885,6,1352,0,0,4,0,0,0,3,1.3683,0,1990,1250,5
1251,26,26,6,2476,7314,7326,3247,1836,640,722,495,817,442,71643,514,1390,0.15,1844,556,1444,2383,2142,801,125,248,536,524,28,383,0,0,4,0,0,0,3,1.00506,0,2476,1251,12
1252,26,26,6,1297,4725,5663,4491,784,513,652,442,181,22,4995,388,4585,1.00E-02,11875,803,1293,3391,149,27,545,260,1730,8921,0,419,0,0,4,0,0,0,3,1.01948,0,1297,1252,938
1253,26,26,6,1197,3894,3894,1387,1196,1,220,402,491,84,1064,227,55,0.08,58,277,977,1475,979,186,4,7,13,0,0,34,0,0,4,0,0,0,3,1.14335,0,1197,1253,0
1254,26,26,6,1830,6035,6037,3149,1816,14,347,484,720,279,428,386,5,0.11,150,415,1474,1978,1709,461,5,51,79,11,1,3,0,0,4,0,0,0,3,1.17901,0,1830,1254,2
1255,26,26,6,1687,5214,5221,2316,1361,326,445,547,547,148,316,226,41,0.14,806,352,1262,1653,1412,542,207,169,273,76,7,74,0,0,4,0,0,0,3,1.36277,0,1687,1255,7
1256,26,26,6,1697,4816,4817,2189,915,782,595,519,446,137,945,670,38,0.21,509,284,912,1368,1401,852,81,74,115,166,10,63,0,0,4,0,0,0,3,1.0451,0,1697,1256,1
1257,26,26,6,2143,6475,6495,2898,1553,590,840,743,488,72,477,300,34,0.16,172,540,1334,2115,1694,812,0,7,128,16,0,21,0,0,4,0,0,0,3,1.25344,0,2143,1257,20
1258,26,26,6,1210,3854,3861,1501,663,547,574,377,205,54,220,139,8,0.17,115,346,855,1214,887,559,0,13,83,19,0,0,0,0,4,0,0,0,3,1.38201,0,1210,1258,7
1259,26,26,6,1850,5674,5700,1730,950,900,1098,403,291,58,326,156,39,0.21,1016,504,1093,1817,1255,1031,171,107,657,26,0,55,0,0,4,0,0,0,3,1.62301,0,1850,1259,26
1260,26,26,6,1138,3858,3873,1350,636,502,627,231,217,63,198,108,42,0.15,497,393,889,1329,784,478,13,70,285,73,2,54,0,0,4,0,0,0,3,1.48301,0,1138,1260,15
1261,26,26,6,1211,3895,3896,1958,1128,83,270,346,428,167,330,129,50,0.09,630,331,924,1448,947,246,57,144,97,240,1,91,0,0,4,0,0,0,3,1.42224,0,1211,1261,1
1262,26,26,6,646,1739,1761,680,328,318,396,159,55,36,224,73,60,0.13,2879,114,252,861,356,178,195,701,1308,391,4,280,0,0,2,0,0,0,3,2.05402,0,646,1262,22
